titolo,sorgente,pubDate,ISODate,URL
[Archivio] Convocazione Commissione Giudicatrice,Archivio,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293287
[Assessorato dei beni culturali e dell'identità siciliana] comunicato 09 gal 7 feb 2019,Assessorato dei beni culturali e dell'identità siciliana,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293135
[Dipartimento dell'agricoltura] Avviso per le aziende interessate all'esportazione di agrumi nella Repubblica Popolare Cinese e in Brasile - Campagna di commercializzazione 2019-20,Dipartimento dell'agricoltura,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294063
[Dipartimento dei beni culturali e dell'identità siciliana] comunicato 07 vie dei tesori 5 feb 2019,Dipartimento dei beni culturali e dell'identità siciliana,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293121
[Assessorato dei beni culturali e dell'identità siciliana] comunicato 08 kouros 5 feb 209,Assessorato dei beni culturali e dell'identità siciliana,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293161
[Assessorato dei beni culturali e dell'identità siciliana] comunicato 10_borghi_8 febbraio 2019,Assessorato dei beni culturali e dell'identità siciliana,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293139
[Dipartimento della protezione civile] Avviso del 15.02.2019,Dipartimento della protezione civile,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293848
[Assessorato dei beni culturali e dell'identità siciliana] comunicato 12 chiusura antonello 13 feb 2019,Assessorato dei beni culturali e dell'identità siciliana,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293151
"[Dipartimento dell'ambiente] Convocazione Conferenza di Servizi conclusiva del 26 febbraio 2019 per il rilascio del Provvedimento Autorizzatorio Unico Regionale, ex art. 27-bis D. Lgs. 152/2016 e ss.mm.ii..",Dipartimento dell'ambiente,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294647
[Assessorato dei beni culturali e dell'identità siciliana] comunicato 11 bit 10 feb 2019,Assessorato dei beni culturali e dell'identità siciliana,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198293147
[Genio Civile Agrigento] Aggiornamento dinamico dell'albo delle imprese di fiducia,Genio Civile Agrigento,"Mon, 18 Feb 2019 02:00:00 +0100",20190218,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198294151
"[Il Presidente] Viabilità A18 ME-CT, 75 mln per piano di manutenzione straordinaria",Il Presidente,"Sat, 16 Feb 2019 12:00:00 +0100",20190216,http://pti.regione.sicilia.it/portal/page/portal/8207C1ACFF34C2CAE050060A01027B5D
[Il Presidente] Autonomia Musumeci scrive al premier Conte,Il Presidente,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81F23C72AC898D75E050060A01027EF8
[Il Presidente] Efficienza energetica Via libera a 37 milioni per 180 aziende,Il Presidente,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81EB27F9A22F3726E050060A01026558
"[La Regione informa] Nave gratis da Linosa a Lampedusa, per rifornimenti",La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81F3329FB426CF29E050060A010217C8
[La Regione informa] Inaugurata a Palermo la casa delle farfalle,La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81F2A37FF64FEE54E050060A020240FC
"[La Regione informa] Tenuta Ambelia, al via i lavori",La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81F1A90018154F6CE050060A01026203
"[La Regione informa] Zootecnia, in arrivo 13,8 milioni",La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81EBA0FB876E6E6FE050060A0202493B
"[La Regione informa] Voli, stop a disservizi per Lampedusa e Pantelleria",La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81EB7858684B6D18E050060A010225AD
[La Regione informa] A Carini si mette in sicurezza costone roccioso,La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81EB65958EED9596E050060A01027541
"[La Regione informa] Prezzo del latte, martedì vertice con Musumeci",La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81EAC8B5BB503EDBE050060A020210B5
[Dipartimento dell'istruzione e della formazione professionale] DDG 301 del 14/02/2019,Dipartimento dell'istruzione e della formazione professionale,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278709
"[Dipartimento dell'istruzione e della formazione professionale] Piste di controllo Progetto EASY GO ""Progetto capacitazione del personale interno""",Dipartimento dell'istruzione e della formazione professionale,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198286443
[Dipartimento dell'istruzione e della formazione professionale] Pubblicità postazioni dirigenziali,Dipartimento dell'istruzione e della formazione professionale,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278654
[Dipartimento dell'istruzione e della formazione professionale] Circolare 3 del 13/02/2019 L_ 448/98 Fornitura gratuita libri di testo a favore degli alunni della scuola secondaria di primo e secondo grado anno scolastico 2018/2019,Dipartimento dell'istruzione e della formazione professionale,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198286043
[UREGAPA] AVVISO - Sorteggio Componenti Esperti Commissione Gara (Ex art. 8 L.R. 12/2011) - S.A. Fondazione Istituto G. Giglio di Cefalù,UREGAPA,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278690
[Assessorato regionale del territorio e dell'ambiente] M'Illumino di meno giorno 1 marzo 2019,Assessorato regionale del territorio e dell'ambiente,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198286156
[Assessorato regionale del territorio e dell'ambiente] Giornata CONAI - COREPLA - 1 Marzo 2019,Assessorato regionale del territorio e dell'ambiente,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198286178
[UREGAPA] AVVISO - Riapertura Gara - S.A. ISTITUTO AUTONOMO CASE POPOLARI DELLA PROVINCIA DI PALERMO - CIG 7607321FDE,UREGAPA,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198286414
"[Dipartimento dell'istruzione e della formazione professionale] Piste di controllo Progetto EASY GO ""Progetto capacitazione del personale interno""",Dipartimento dell'istruzione e della formazione professionale,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278703
[Dipartimento delle autonomie locali] nota circolare prot. n. 2554 del 15/02/2019,Dipartimento delle autonomie locali,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278369
[Dipartimento degli affari extraregionali] AVVISO MEETING ANNUALE COMMISSIONE ISOLE CRPM CORFU' 21 22 MARZO 2019,Dipartimento degli affari extraregionali,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278421
[UREGAPA] AVVISO - RIAPERTURA GARA - S.A. ISTITUTO AUTONOMO CASE POPOLARI DELLA PROVINCIA DI PALERMO - CIG 7607321FDE,UREGAPA,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198286269
[Dipartimento dell'ambiente] M'Illumino di meno giorno 1 marzo 2019,Dipartimento dell'ambiente,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278433
[Dipartimento degli affari extraregionali] AVVISO MEETING ANNUALE COMMISSIONE ISOLE CRPM CORFU' 21 22 MARZO 2019,Dipartimento degli affari extraregionali,"Fri, 15 Feb 2019 02:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285879
"[La Regione informa] Isole minori, stop a disservizi per Lampedusa e Pantelleria",La Regione informa,"Fri, 15 Feb 2019 12:00:00 +0100",20190215,http://pti.regione.sicilia.it/portal/page/portal/81EB7858684B6D18E050060A010225AD
[Fondo Pensioni Sicilia] Pensioni della Regione: i dati sulla durata dei trattamenti pensionistici in godimento al 30.9.2018,Fondo Pensioni Sicilia,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285806
[Dipartimento dell'acqua e dei rifiuti] Avviso pubblico ex O.C.D.P.C. 513/2018 - Acquisizione di manifestazioni di interesse per l'affidamento dei lavori di interventi infrastrutturali di riduzione del rischio residuo,Dipartimento dell'acqua e dei rifiuti,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198278005
[Dipartimento dell'istruzione e della formazione professionale] 295 DDS del 13/02/2019 e 296 DDS del 13/02/2019 Graduatoria annuale per il Passaggio nella Qualifica di assistente amministrativo e assistente tecnico a_s_ 2018/2019,Dipartimento dell'istruzione e della formazione professionale,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285676
[Dipartimento dell'urbanistica] Pubblicità postazioni dirigenziali vacanti ai sensi dell'art.36 comma 10 del vigente CCRL area dirigenziale,Dipartimento dell'urbanistica,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277638
[Dipartimento dell'agricoltura] Bando Misura ristrutturazione e riconversione vigneti (RRV) - Campagna 2018/2019,Dipartimento dell'agricoltura,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285455
[Dipartimento dell'agricoltura] Avviso per le aziende interessate all'esportazione di uva da tavola in Canada e Uruguay - Campagna di commercializzazione 2019,Dipartimento dell'agricoltura,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277587
[Archivio] Avviso - Incontro 19 febbraio 2019 su PAESC via skype,Archivio,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277820
[Dipartimento delle autonomie locali] Atto di interpello,Dipartimento delle autonomie locali,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285270
"[UREGA CT] Verbale di gara ""Opere di urbanizzazione nel quartiere Bummacaro-Spina Verde"" - S.A. Comune di Catania",UREGA CT,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285648
[Dipartimento dell'agricoltura] Bando Misura ristrutturazione e riconversione vigneti (RRV) - Campagna 2018/2019,Dipartimento dell'agricoltura,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277668
[Archivio] Avviso - Incontro 19 febbraio 2019 du PAESC,Archivio,"Thu, 14 Feb 2019 02:00:00 +0100",20190214,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198285275
[Il Presidente] Cultura Boom di visitatori per la mostra di Antonello da Messina,Il Presidente,"Wed, 13 Feb 2019 12:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/81C2A6D9ADF6131FE050060A020243E8
"[La Regione informa] Crisi IRVO, accordo raggiunto con Veronafiere",La Regione informa,"Wed, 13 Feb 2019 12:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/81C974E0CC86FAB6E050060A02021FA9
"[La Regione informa] Isole minori, risorse per gli strumenti urbanistici",La Regione informa,"Wed, 13 Feb 2019 12:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/81C3819F2375DA7CE050060A02022FB9
[La Regione informa] Su crisi ex province Musumeci chiama i parlamentari nazionali,La Regione informa,"Wed, 13 Feb 2019 12:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/81C32139307B4008E050060A0102323E
"[La Regione informa] Regione aderisce a ""M'ILLUMINO DI MENO""",La Regione informa,"Wed, 13 Feb 2019 12:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/81C3573B49367101E050060A0202670E
"[La Regione informa] Comuni messinesi in crisi idrica, interviene la Regione",La Regione informa,"Wed, 13 Feb 2019 12:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/81C2A1E701C5700CE050060A01026D21
[Dipartimento dell'istruzione e della formazione professionale] DAS 109 del 11/02/2019 Decreto aggiudicazione Gara emesso dal Serv 6 Centrale Unica di Committenza per l'acquisizione di beni e servizi del Dipartimento Regionale Bilancio e Tesoro Ragioneria Generale della Regione,Dipartimento dell'istruzione e della formazione professionale,"Wed, 13 Feb 2019 02:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198283265
[Fondo Pensioni Sicilia] Variazione del totale dei pensionati della Regione Siciliana dal 2013 al 2018,Fondo Pensioni Sicilia,"Wed, 13 Feb 2019 02:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198268201
[Archivio] AVVISO RIPRESA ATTIVITA' DI GARA - S.A. COMUNE DI GELA - CIG 7629947F6F,Archivio,"Wed, 13 Feb 2019 02:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277134
"[Dipartimento dell'ambiente] Convocazione prima Conferenza di Servizi del 19 febbraio 2019 per il rilascio del Provvedimento Autorizzatorio Unico Regionale, ex art. 27-bis D.Lgs. 152/2016 e ss.mm.ii..",Dipartimento dell'ambiente,"Wed, 13 Feb 2019 02:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277406
[Dipartimento dello sviluppo rurale e territoriale] CHIUSURA UFFICI IN OCCASIONE DELLA FESTIVITÀ DEL SANTO PATRONO,Dipartimento dello sviluppo rurale e territoriale,"Wed, 13 Feb 2019 02:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277303
AVVISO RIPRESA ATTIVITA' DI GARA - S.A. COMUNE DI GELA - CIG 7629947F6F,,"Wed, 13 Feb 2019 02:00:00 +0100",20190213,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198277134
"[Il Presidente] Acquafarm 2019 Pesca, Sicilia protagonista a salone acquacoltura",Il Presidente,"Tue, 12 Feb 2019 12:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/81B597E1BD53D588E050060A01022204
"[La Regione informa] Continuità territoriale: Musumeci, Stato faccia sua parte",La Regione informa,"Tue, 12 Feb 2019 12:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/81B742153B903ACEE050060A01024DAC
"[La Regione informa] Innovazione: Turano, SMAU per la prima volta in Sicilia",La Regione informa,"Tue, 12 Feb 2019 12:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/81B56E3C93231BBBE050060A01021602
"[La Regione informa] Frana di Cassaro, Falcone lavoriamo per ripristinare la viabilità",La Regione informa,"Tue, 12 Feb 2019 12:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/81B5543F8DEE147DE050060A02022C3F
"[La Regione informa] Fiume Màzaro, via libera al dragaggio della foce",La Regione informa,"Tue, 12 Feb 2019 12:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/81AE6BDAC94DA4DBE050060A0202423C
"[La Regione informa] Rifiuti, numeri da record per ""Differenziamoci""",La Regione informa,"Tue, 12 Feb 2019 12:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/81AE73AFBF87B40EE050060A0202423A
[Dipartimento dell'acqua e dei rifiuti] 1 Marzo 2019 - Giornata CONAI - COREPLA con i Sindaci dei Comuni e delle Città Metropolitane della Regione Siciliana - Auditorium Assessorato regionale del Territorio e dell'Ambiente Palermo.,Dipartimento dell'acqua e dei rifiuti,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198267922
[Dipartimento dell'acqua e dei rifiuti] D.A. 08/02/2019 n. 3/Gab - Procedure per il rilascio dell'autorizzazione provvisoria allo scarico per impianti di depurazione afferenti al servizio idrico integrato,Dipartimento dell'acqua e dei rifiuti,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198267897
[Dipartimento dell'istruzione e della formazione professionale] Comunicato 14042 del 12/02/2019,Dipartimento dell'istruzione e della formazione professionale,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198264254
[Dipartimento dell'acqua e dei rifiuti] Adesione all'iniziativa M'Illumino di Meno - 1 marzo 2019 - giornata del risparmio energetico e degli stili di vita sostenibili,Dipartimento dell'acqua e dei rifiuti,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198267787
[Dipartimento dell'istruzione e della formazione professionale] Nota prot_ 14093 del 12/02/2019 disponibilità per supplenza annuale,Dipartimento dell'istruzione e della formazione professionale,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198264167
[Fondo Pensioni Sicilia] Regolamentazione rapporti con l'utenza richieste di informazioni telefoniche,Fondo Pensioni Sicilia,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198267555
"[Dipartimento dell'ambiente] Convocazione prima Conferenza di Servizi del 21 febbraio 2019 per il rilascio del Provvedimento Autorizzatorio Unico Regionale, ex art. 27-bis D.Lgs. 152/2016 e ss.mm.ii..",Dipartimento dell'ambiente,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198267124
[Dipartimento dell'agricoltura] Fiera mediterranea del cavallo - manifestazioni e iniziative,Dipartimento dell'agricoltura,"Tue, 12 Feb 2019 02:00:00 +0100",20190212,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE/PIR_Servizi/PIR_News?_piref857_3677299_857_3677298_3677298.strutsAction=%2Fnews.do&amp;stepNews=det_news&amp;idNews=198267297
[Il Presidente] Turismo enogastronomico Sicilia regione più desiderata,Il Presidente,"Mon, 11 Feb 2019 12:00:00 +0100",20190211,http://pti.regione.sicilia.it/portal/page/portal/81A0F62B328A3727E050060A0102704F
"[Il Presidente] Blutec Musumeci, Di Maio convochi subito tavolo su crisi",Il Presidente,"Mon, 11 Feb 2019 12:00:00 +0100",20190211,http://pti.regione.sicilia.it/portal/page/portal/819B1E28EA248B3CE050060A01027A3E
"[La Regione informa] Miniera di Bosco, avviato l'iter per smaltire il sale",La Regione informa,"Mon, 11 Feb 2019 12:00:00 +0100",20190211,http://pti.regione.sicilia.it/portal/page/portal/81A0C3DBAE53A3E2E050060A010206E8
[La Regione informa] Continuità territoriale: Musumeci presiede tavolo a Roma,La Regione informa,"Mon, 11 Feb 2019 12:00:00 +0100",20190211,http://pti.regione.sicilia.it/portal/page/portal/81A0BBAF3F6AD034E050060A02026C1F
[La Regione informa] Lagalla: al via Welcome week Unipa,La Regione informa,"Mon, 11 Feb 2019 12:00:00 +0100",20190211,http://pti.regione.sicilia.it/portal/page/portal/81A0CF7C24DFB1ADE050060A010217E2
"[La Regione informa] Zootecnia, ripartono i controlli con personale ex ARAS",La Regione informa,"Mon, 11 Feb 2019 12:00:00 +0100",20190211,http://pti.regione.sicilia.it/portal/page/portal/81A09917C709BA1EE050060A0102386B
